,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3
0,Artikel1,,,,,,In deze beleidsregel wordt verstaan onder:,17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
1,Artikel1,Onderdeel_1,,,,,"verordening (EU) nr. 1407/2013 van de Commissie van 18december 2013 betreffende de toepassing van de artikelen 107 en 108 van het Verdrag betreffende de werking van de Europese Unie op de-minimissteun (PbEU 2013, L 352);algemene de-minimisverordening:",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
2,Artikel1,Onderdeel_2,,,,,"onderneming die op 15maart 2020 stond ingeschreven in het handelsregister onder de code 47.81.1, 47.81.9, 47.82, 47.89.1, 47.89.2, 47.89.9, 49.39.1, 49.32, 50.30, 85.53 of 93.21.2 van de Standaard Bedrijfsindeling;ambulante onderneming:",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
3,Artikel1,Onderdeel_3,,,,,"gedupeerde onderneming die op 15maart 2020 stond ingeschreven in het handelsregister onder een hoofdactiviteit die in de tabellen 1a, 1b of 1c van  is opgenomen, met de daarbij behorende code van de Standaard Bedrijfsindeling;bijlage 1direct gedupeerde onderneming:",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
4,Artikel1,Onderdeel_4,,,,,"gedupeerde onderneming die op 15maart 2020 voor wat betreft de hoofdactiviteit van de onderneming stond ingeschreven in het handelsregister onder een code, vallende onder de hoofdcode 01 van de Standaard Bedrijfsindeling, en tevens met een nevenactiviteit onder de code 55.20.1, 55.20.2, 55.30 of 93.29.9 van de Standaard Bedrijfsindeling;gedupeerde agrarische recreatieonderneming:",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
5,Artikel1,Onderdeel_5,,,,,"in Nederland gevestigde onderneming als bedoeld in , niet zijnde een overheidsbedrijf:artikel 5 van de Handelsregisterwet 2007gedupeerde onderneming:",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
6,Artikel1,Onderdeel_5,Onderdeela,,,,"die op 15maart 2020 in het handelsregister stond ingeschreven onder een hoofdactiviteit die in  is opgenomen, met de daarbij behorende code van de Standaard Bedrijfsindeling, en zoals in voorkomend geval nader geclausuleerd;bijlage 1",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&o=a&z=2020-04-17&g=2020-04-17
7,Artikel1,Onderdeel_5,Onderdeelb,,,,"waar ten hoogste 250 personen werkzaam zijn, blijkend uit de inschrijving in het handelsregister op 15maart 2020; en",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&o=b&z=2020-04-17&g=2020-04-17
8,Artikel1,Onderdeel_5,Onderdeelc,,,,die:,17-04-2020,jci1.3:c:BWBR0043324&artikel=1&o=c&z=2020-04-17&g=2020-04-17
9,Artikel1,Onderdeel_5,Onderdeelc,Onderdeel1,,,"voor zover het een onderneming, niet zijnde een horecaonderneming of een ambulante onderneming, betreft:",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&o=c&o=1&z=2020-04-17&g=2020-04-17
10,Artikel1,Onderdeel_5,Onderdeelc,Onderdeel1,Onderdeel._1,,ten minste n vestiging heeft met een ander adres dan het privadres van de eigenaar of eigenaren van de onderneming; of,17-04-2020,jci1.3:c:BWBR0043324&artikel=1&o=c&o=1&z=2020-04-17&g=2020-04-17
11,Artikel1,Onderdeel_5,Onderdeelc,Onderdeel1,Onderdeel._2,,een vestiging heeft die fysiek afgescheiden is van de privwoning van de eigenaar of eigenaren van de onderneming en voorzien is van een eigen opgang of toegang; of,17-04-2020,jci1.3:c:BWBR0043324&artikel=1&o=c&o=1&z=2020-04-17&g=2020-04-17
12,Artikel1,Onderdeel_5,Onderdeelc,Onderdeel2,,,"voor zover het een horecaonderneming betreft ten minste n horecagelegenheid huurt, pacht of in eigendom heeft;",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&o=c&o=2&z=2020-04-17&g=2020-04-17
13,Artikel1,Onderdeel_6,,,,,"gedupeerde onderneming die op 15maart 2020 stond ingeschreven in het handelsregister onder een hoofdactiviteit die in tabel 2 van  is opgenomen, met de daarbij behorende code van de Standaard Bedrijfsindeling;bijlage 1gedupeerde onderneming in de toeleveringsketen:",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
14,Artikel1,Onderdeel_7,,,,,handelsregister als bedoeld in ;artikel 2 van de Handelsregisterwet 2007handelsregister:,17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
15,Artikel1,Onderdeel_8,,,,,"onderneming die op 15maart 2020 stond ingeschreven in het handelsregister onder de code 56.10.1, 56.10.2 of 56.30 van de Standaard Bedrijfsindeling;horecaonderneming:",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
16,Artikel1,Onderdeel_9,,,,,Minister van Economische Zaken en Klimaat;minister:,17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
17,Artikel1,Onderdeel_10,,,,,"overheidsbedrijf als bedoeld in ;artikel 25g, eerste lid, van de Mededingingswetoverheidsbedrijf:",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
18,Artikel1,Onderdeel_11,,,,,"verklaring van de gedupeerde onderneming waarin deze bevestigt dat de tegemoetkoming niet zal leiden tot een overschrijding van het de-minimisplafond, bedoeld in artikel 3, tweede lid, van de algemene de-minimisverordening;verklaring de-minimissteun:",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
19,Artikel1,Onderdeel_12,,,,,"vestiging als bedoeld in .artikel 1, eerste lid, onderdeel j, van de Handelsregisterwet 2007vestiging:",17-04-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-04-17&g=2020-04-17
20,Artikel2,Lid1,,,,,De minister verstrekt op aanvraag een tegemoetkoming aan een gedupeerde onderneming die verwacht in de periode van 16maart 2020 tot en met 15juni 2020:,17-04-2020,jci1.3:c:BWBR0043324&artikel=2&lid=1&z=2020-04-17&g=2020-04-17
21,Artikel2,Lid1,Onderdeela,,,,"ten minste 4000, aan omzetverlies te lijden als gevolg van de maatregelen ter bestrijding van de verdere verspreiding van COVID-19;",17-04-2020,jci1.3:c:BWBR0043324&artikel=2&lid=1&o=a&z=2020-04-17&g=2020-04-17
22,Artikel2,Lid1,Onderdeelb,,,,"ten minste 4000, aan vaste lasten te hebben, ook na gebruik van andere door de overheid beschikbaar gestelde steunmaatregelen in het kader van de bestrijding van de verdere verspreiding van COVID-19.",17-04-2020,jci1.3:c:BWBR0043324&artikel=2&lid=1&o=b&z=2020-04-17&g=2020-04-17
23,Artikel2,Lid2,,,,,"Een gedupeerde agrarische recreatieonderneming komt alleen in aanmerking voor een tegemoetkoming indien het te verwachten omzetverlies, bedoeld in het eerste lid, onderdeel a, en de te verwachten vaste lasten, bedoeld in het eerste lid, onderdeel b, betrekking hebben op zijn nevenactiviteit met de code 55.20.1, 55.20.2, 55.30 of 93.29.9 van de Standaard Bedrijfsindeling.",17-04-2020,jci1.3:c:BWBR0043324&artikel=2&lid=2&z=2020-04-17&g=2020-04-17
24,Artikel2,Lid3,,,,,"In aanvulling op het eerste lid, komt een gedupeerde onderneming in de toeleveringsketen alleen in aanmerking voor een tegemoetkoming indien die onderneming het omzetverlies, bedoeld in het eerste lid, onderdeel a, verwacht te lijden doordat de onderneming voor minimaal zeventig procent van zijn omzet afhankelijk is van:",17-04-2020,jci1.3:c:BWBR0043324&artikel=2&lid=3&z=2020-04-17&g=2020-04-17
25,Artikel2,Lid3,Onderdeela,,,,direct gedupeerde ondernemingen; of,17-04-2020,jci1.3:c:BWBR0043324&artikel=2&lid=3&o=a&z=2020-04-17&g=2020-04-17
26,Artikel2,Lid3,Onderdeelb,,,,activiteiten die als gevolg van de overheidsmaatregelen ter bestrijding van de verdere verspreiding van COVID-19 verboden zijn of ontraden worden.,17-04-2020,jci1.3:c:BWBR0043324&artikel=2&lid=3&o=b&z=2020-04-17&g=2020-04-17
27,Artikel2,Lid4,,,,,De tegemoetkoming bedraagt 4000 per gedupeerde onderneming.,17-04-2020,jci1.3:c:BWBR0043324&artikel=2&lid=4&z=2020-04-17&g=2020-04-17
28,Artikel3,,,,,,De minister beslist afwijzend op een aanvraag indien:,31-03-2020,jci1.3:c:BWBR0043324&artikel=3&z=2020-04-17&g=2020-04-17
29,Artikel3,Onderdeela,,,,,de aanvraag niet voldoet aan de bij deze beleidsregel gestelde eisen;,31-03-2020,jci1.3:c:BWBR0043324&artikel=3&o=a&z=2020-04-17&g=2020-04-17
30,Artikel3,Onderdeelb,,,,,de gedupeerde onderneming in staat van faillissement verkeert dan wel bij de rechtbank een verzoek tot verlening van surseance van betaling aan de onderneming is ingediend;,31-03-2020,jci1.3:c:BWBR0043324&artikel=3&o=b&z=2020-04-17&g=2020-04-17
